/data_d/zona/data/align/train_x4/FLIR_00002_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00002_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00002_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00003_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00003_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00003_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00004_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00004_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00004_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00006_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00006_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00006_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00007_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00007_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00007_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00008_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00008_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00008_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00010_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00010_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00010_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00011_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00011_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00011_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00012_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00012_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00012_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00013_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00013_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00013_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00014_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00014_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00014_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00015_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00015_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00015_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00016_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00016_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00016_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00018_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00018_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00018_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00019_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00019_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00019_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00021_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00021_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00021_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00022_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00022_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00022_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00024_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00024_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00024_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00025_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00025_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00025_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00026_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00026_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00026_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00030_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00030_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00030_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00033_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00033_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00033_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00035_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00035_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00035_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00039_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00039_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00039_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00040_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00040_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00040_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00044_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00044_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00044_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00045_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00045_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00045_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00046_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00046_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00046_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00049_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00049_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00049_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00051_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00051_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00051_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00052_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00052_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00052_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00053_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00053_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00053_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00054_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00054_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00054_RGB.jpg
/data_d/zona/data/align/train_x4/FLIR_00055_PreviewData.jpeg,/data_d/zona/data/align/IR/FLIR_00055_PreviewData.jpeg,/data_d/zona/data/align/RGB/FLIR_00055_RGB.jpg
